shot_id_number,is_goal
1,0.4059999265507127
8,0.5666464300339596
17,0.610966055540588
20,0.5843054957141971
33,0.41974699762497214
34,0.4119856057862022
35,0.6035400992102022
36,0.5979230664109592
37,0.6121042379409289
38,0.4231298639257246
45,0.5638110149332582
50,0.35830424267881134
55,0.3194477046451665
60,0.24474010468321716
66,0.48140349614163686
67,0.4651023927228949
71,0.403629225959239
80,0.496373910647973
85,0.5405408981738055
86,0.46918453376103464
95,0.43317307408579886
104,0.4033129810357138
113,0.34137577697025867
123,0.3898927564275232
126,0.3780690604488518
133,0.5843054957141971
141,0.5184553025646419
144,0.3271367046616014
150,0.8523670811981778
152,0.44103881752258883
153,0.8523670811981778
156,0.5976357756273927
159,0.5843054957141971
165,0.8257065213717869
172,0.4119856057862022
182,0.5709752158010017
192,0.3972186210270953
193,0.610966055540588
196,0.42493712754330876
202,0.382005840799695
210,0.2777531959784668
211,0.3505473098825419
228,0.5843054957141971
257,0.9112410176868747
260,0.42454479308442417
264,0.4088286103553273
267,0.39710802793711486
279,0.610966055540588
282,0.42283743689222913
293,0.45170549912874575
299,0.472622344029395
300,0.43313588214757043
301,0.4833729825845038
317,0.3226711206262912
327,0.3474043731899492
328,0.4273092771196297
335,0.6242963354537835
346,0.5755038412682806
348,0.8586157199790938
365,0.4316465957357007
390,0.5709752158010017
391,0.5709752158010017
392,0.4830149598921608
397,0.9373909508134783
418,0.33228839883959715
428,0.42890044946519024
434,0.5125698109540058
439,0.5843054957141971
440,0.34450020336472376
456,0.45471705415362856
459,0.5455362832998426
472,0.38012748533659974
480,0.8242401010378658
491,0.3205199771952688
497,0.4308051342279883
509,0.36403949842962935
511,0.33781877587691334
523,0.4860164253985608
533,0.4031239730613789
544,0.5976357756273927
546,0.310984689194605
555,0.5709752158010017
558,0.3640759407917987
560,0.4252260782404339
573,0.39890975389345373
591,0.359536316792587
596,0.48378200222601503
597,0.3365836799334925
601,0.5412057652506114
605,0.4176768925759359
617,0.4346586274872431
628,0.36295130807096676
634,0.42020117988098393
646,0.5142838247496075
649,0.3914491214564394
651,0.5709752158010017
654,0.5709752158010017
656,0.610966055540588
657,0.48357547535237194
669,0.346575154016282
670,0.5843054957141971
693,0.4959946020725444
694,0.4971825595412619
699,0.9120172465517771
711,0.3735568456921369
718,0.44056253053667943
722,0.4104942005506966
723,0.3405628046478373
725,0.8755849114610064
734,0.4280557831464574
735,0.610966055540588
737,0.5461596750272297
746,0.8478256673994411
747,0.38664545194299144
766,0.32913307949762505
767,0.3802360524176813
771,0.43220372636880383
773,0.49695263398691286
774,0.4164366603825861
783,0.5285074661071183
784,0.9074431116293044
789,0.38412118818192736
792,0.8913520336219357
804,0.2738464217630402
809,0.3814359558270606
812,0.3547013189655387
813,0.3628700365403348
817,0.4969370112291119
820,0.38824774093445924
825,0.3387191091160263
826,0.36108893838170997
829,0.33399641311716366
855,0.348682462756964
859,0.610966055540588
862,0.3341652817738612
870,0.31511063093115865
876,0.4252741654479157
880,0.38431372264132857
886,0.5976357756273927
889,0.3854751681090073
891,0.5843054957141971
897,0.5709752158010017
902,0.29063677450779624
903,0.5519687140864689
908,0.3607015571913792
909,0.4147376496546926
920,0.3224052233918421
922,0.42055829958589236
924,0.42236759790506456
932,0.3597193592222383
934,0.3255980872401375
937,0.31700238572311523
941,0.4772628699321181
943,0.43171515130350546
950,0.402002453642305
952,0.39197379071916455
954,0.5843054957141971
963,0.34944693911052227
975,0.4092201155194573
979,0.43316602992237063
981,0.4562846670384678
983,0.3105934333544652
985,0.6244750827002525
989,0.5731010954364499
995,0.4204785920747791
998,0.610966055540588
1008,0.5177457670993886
1019,0.610966055540588
1023,0.3218234146984803
1026,0.8857591329041132
1029,0.8463299905061624
1034,0.41389986364006986
1036,0.5156263354626853
1038,0.3686632845791026
1039,0.37285318428087966
1051,0.8523670811981778
1052,0.44062456573710884
1066,0.4251050932125717
1087,0.5110640563142363
1092,0.404896954482421
1094,0.4433726552185198
1098,0.4044943710676626
1099,0.35073475383735797
1102,0.31060189251081405
1118,0.3780209880926648
1131,0.5334581828447083
1133,0.610966055540588
1135,0.610966055540588
1138,0.5976357756273927
1139,0.5976357756273927
1142,0.31330455227430154
1151,0.5762393325878312
1152,0.3518873431592985
1155,0.5685771561157271
1165,0.3835777370957247
1167,0.5513690177317849
1172,0.5531884735161435
1174,0.5421208788567293
1180,0.5976357756273927
1200,0.37999195749373077
1202,0.3962857496456215
1227,0.4477472337380976
1228,0.5753127100483828
1229,0.40873800757496076
1237,0.610966055540588
1241,0.4674243628728102
